name,colour,fuel,Has_Waranty,is_private_use,is_commercial_use,brand,price_npr,transmission_type,drivetrain,make_year,mileage_kmpl,engine_cc,kilometer_run
Hyundai | i20 Active S | TDi | 2015 | Hatchback,brown,Petrol,0,1,0,Hyundai,2475000,Manual,2WD,2015,14.0,1400.0,42000
Excellent car on sale,blue,Petrol,0,0,0,Hyundai,750000,Automatic,2WD,2005,11.0,1399.0,87412
TATA 407 Container,white,Diesel,0,0,0,Tata,700000,Manual,2WD,2013,15.0,2956.0,60000
4x4 swaraj Mazda,Unknown,Diesel,0,0,0,Mahindra,600000,Manual,4WD,2017,15.0,1200.0,50000
i20 Active good for used few time,white,Petrol,0,0,0,Hyundai,375,Automatic,2WD,2019,17.0,1200.0,2400
Tata Sumo Gold 2014 GX,silver,Diesel,0,0,0,Tata,1400000,Manual,2WD,2014,12.0,2956.0,50000
Mega XL hatti gadi,brown,Petrol,0,0,0,Tata,700000,Automatic,2WD,2019,15.0,889.0,80000
Maruti Suzuki Alto 2004 On Sale,black,Petrol,0,0,0,Maruti Suzuki,580000,Manual,2WD,2004,15.0,800.0,75000
Grand i10 magna 2014,silver,Petrol,0,0,0,Hyundai,1845000,Manual,2WD,2014,15.0,1200.0,31000
Blue colour 2016 model Baleno,blue,Petrol,0,1,0,Maruti Suzuki,2050000,Automatic,4WD,2016,17.0,1200.0,41000
WagonR Sell or Rent,Unknown,Petrol,0,0,0,Maruti Suzuki,1025000,Manual,2WD,2008,20.0,1200.0,43000
2010 model red color santro zinc for sale,red,Petrol,0,1,0,Hyundai,1350000,Manual,4WD,2010,15.0,1100.0,4200
Mahindra cabking,Unknown,Diesel,0,0,0,Mahindra,1250000,Manual,2WD,2018,15.0,1200.0,50000
2011 model ko kia sportage sales & exchange offer,Unknown,Diesel,0,0,0,Kia,3250000,Manual,4WD,2011,15.0,1200.0,50000
"2015 model bolero 7 seater 4wd,powerstering sale",silver,Diesel,0,0,0,Mahindra,1950000,Manual,4WD,2015,15.0,2500.0,65000
à¤¬à¥ˆà¤‚à¤• à¤¸à¥à¤¬à¤¿à¤§à¤¾ à¤­à¤à¤•à¥‹ à¤¸à¤¸à¥à¤¤à¥‹ à¤•à¤¾à¤° à¤¸à¤™à¥à¤— à¤ªà¤¨à¤¿ à¤¸à¤Ÿà¥à¤Ÿà¤¾ à¤ªà¤Ÿà¥à¤Ÿà¤¾,silver,Electric,0,0,0,Mahindra,3200000,Manual,2WD,2019,15.0,2100.0,61000
Hyundai I20 Active Diesel 2015,brown,Diesel,0,0,0,Hyundai,2500000,Manual,2WD,2015,14.0,1400.0,42000
Isuzu Vcross 2019,white,Diesel,0,0,0,Other Brands,5100000,Manual,4WD,2019,15.0,2499.0,51000
Mg Zs Ev 2021 On Sale,red,Electric,0,0,0,Other Chinese Brands,5300000,Automatic,2WD,2021,300.0,105.0,12200
Niro,white,Electric,0,0,0,Kia,5800000,Automatic,2WD,2019,15.0,1200.0,9000
Hyundai i10 Magna 1.2 2010 model,Other,Petrol,0,0,0,Hyundai,1350000,Manual,2WD,2010,15.0,1200.0,50000
Like a Brand New Grand i10 sports 0 Push Bottom,red,Petrol,0,0,0,Hyundai,2350000,Manual,2WD,2017,14.0,1197.0,7000
Fore Sale Grand I10 Magna,silver,Petrol,0,0,0,Hyundai,1850000,Manual,2WD,2014,14.0,1200.0,45000
Kia Rio 2011 Model Best Condition,Other,Petrol,0,0,0,Kia,1430000,Manual,2WD,2011,18.0,1399.0,59000
Hundai Grend I 10 2019 model Sportz,grey,Petrol,0,0,1,Hyundai,2600000,Manual,2WD,2019,13.0,1200.0,18300
Hyundai Creta | Model - 2017 | Diesel,white,Diesel,0,0,0,Hyundai,3750000,Manual,2WD,2017,21.4,1582.0,42000
TATA BOLT RT XM,white,Petrol,0,0,0,Tata,1780000,Manual,2WD,2017,15.0,1193.0,50000
Santro 2010,silver,Petrol,0,0,0,Hyundai,1360000,Manual,2WD,2010,15.0,1100.0,53000
urgent sell,silver,Petrol,0,0,0,Tata,950000,Automatic,2WD,2013,10.0,1400.0,50000
Car on sale,grey,Petrol,0,1,0,Maruti Suzuki,2650000,Manual,2WD,2017,18.0,1200.0,29000
Toyota hilux revo 2018 sell or exchange,silver,Diesel,0,1,0,Toyota,7850000,Manual,4WD,2018,12.0,1200.0,42000
Datsun Go on sale,blue,Petrol,0,0,1,Datsun,1275000,Manual,2WD,2016,16.0,1200.0,48000
Nissan navara le,red,Diesel,0,1,0,Nissan,2400000,Manual,4WD,2010,10.0,2500.0,75000
Sentro fresh condition,blue,Petrol,0,1,0,Hyundai,1300000,Automatic,2WD,2009,18.0,1086.0,80000
Ford Ecosport for sale,grey,Petrol,0,0,1,Ford,2950000,Manual,2WD,2017,17.0,1500.0,26000
One Week Offer Price Fiat Avventura Dynamic 2016..,red,Petrol,0,0,0,Fiat,1550077,Manual,2WD,2016,15.0,1368.0,57000
Hyundai Venue 2021 like Brand new on Sale,white,Petrol,0,0,0,Hyundai,3525000,Manual,2WD,2021,18.0,1200.0,13750
Scorpio S4+,silver,Diesel,0,1,0,Mahindra,3450000,Automatic,4WD,2016,15.0,1200.0,50000
FORD IKON FULL OPTION FRESH N SMOOTH,grey,Petrol,0,0,0,Ford,550000,Manual,2WD,2003,15.0,1299.0,52000
Ford Figo,white,Petrol,0,0,1,Trend,1500000,Manual,2WD,2016,14.0,1200.0,70000
"Fully fresh, excellent condition, tax cleared",Unknown,Petrol,0,0,0,Hyundai,640000,Manual,2WD,2002,15.0,1086.0,50000
Kia sportage AWD 8air bag fully looded for sale,brown,Diesel,0,0,1,Kia,3250000,Manual,4WD,2011,13.0,2000.0,67000
car sell,Unknown,Diesel,0,0,0,Nissan,550000,Automatic,2WD,1997,15.0,1200.0,50000
2023 Nissan Magnite XE,brown,Petrol,0,0,0,Nissan,3399000,Manual,2WD,2023,15.0,999.0,50000
Spark,golden,Petrol,0,1,0,Chevrolet,575000,Manual,2WD,2007,12.0,1200.0,50000
i20 activeS2016 just like brand new exchange offer,Unknown,Petrol,0,0,0,Hyundai,2850000,Manual,2WD,2017,15.0,1200.0,38000
wagonar bikrima,red,Petrol,0,0,0,Maruti Suzuki,1050000,Manual,2WD,2010,15.0,1086.0,75000
santro bikrima,white,Petrol,0,0,0,Hyundai,1050000,Manual,2WD,2007,14.0,1086.0,71000
ZEN 2006,Other,Petrol,0,0,0,Maruti Suzuki,749000,Manual,4WD,2006,16.0,1000.0,74000
Creta SX 2019 Like new,white,Petrol,0,0,0,Hyundai,4300000,Manual,2WD,2019,14.0,1600.0,24000
Wagon R 2009,Unknown,Petrol,0,0,0,Maruti Suzuki,895000,Manual,2WD,2009,15.0,1200.0,50000
2010 i 10 MAGNA,blue,Petrol,0,0,0,Hyundai,1400000,Manual,2WD,2010,15.0,1200.0,39888
Hyundai Accent 2006 Narayani Number,Unknown,Petrol,0,0,0,Hyundai,550000,Manual,2WD,2006,17.0,1400.0,50000
Honda Jazz 2016 model,white,Petrol,0,0,1,Honda,2350000,Manual,2WD,2016,15.0,1200.0,34200
maruti suzuki ZEN LX,silver,Petrol,0,0,0,Maruti Suzuki,475000,Automatic,2WD,2002,18.0,1000.0,70000
Truck for sale,orange,Diesel,0,0,1,Tata,1825000,Unknown,Unknown,2017,15.0,1200.0,50000
School Bus On Sale,yellow,Diesel,0,0,1,Unknown,2100000,Manual,2WD,2016,10.0,3700.0,30000
Single hand Honda Jazz VMT Fully Loaded,Other,Petrol,0,0,1,Honda,2450000,Manual,2WD,2016,12.0,1200.0,30000
TATA 709 EX SCHOOL BUS,yellow,Diesel,0,0,1,Tata,700000,Automatic,2WD,2012,5.0,3783.0,60000
Nissan sunny 2014 full option sedan for sale,grey,Petrol,0,0,0,Nissan,1599999,Manual,2WD,2014,15.0,250.0,42500
Nissan kicks XV 2021,grey,Petrol,0,0,0,Nissan,4499999,Manual,4WD,2021,3800.0,1200.0,3700
Haval H6 AWD 2021 Top Version,Other,Petrol,0,0,0,Great Wall Motors,9700000,Automatic,4WD,2021,15.0,1200.0,16777
ford figo 2016,Unknown,Petrol,0,0,0,Ford,1550000,Manual,4WD,2016,15.0,1200.0,50000
Volkswagen Polo 1.6,grey,Petrol,0,0,0,Volkswagen,1650000,Manual,2WD,2011,12.0,1600.0,55708
kia pincato 2010 full option,grey,Petrol,0,1,0,Kia,9750000,Automatic,2WD,2010,18.0,1200.0,57000
ELECTRIC CAR FOR SALE! BRAND NEW E VERITO,grey,Electric,0,0,0,Mahindra,2050000,Automatic,2WD,2020,160.0,1200.0,6000
Hyundai Santro Fresh 2011,silver,Petrol,0,1,0,Hyundai,1400000,Manual,2WD,2011,14.0,1084.0,57560
golden chance 2015 model i20 active s car on sale,Unknown,Petrol,0,0,0,Hyundai,2299999,Manual,2WD,2015,15.0,1200.0,50000
2014 Honda City,red,Petrol,0,0,0,Honda,2099000,Manual,2WD,2014,15.0,1200.0,55000
2014 Honda City on Sale,red,Petrol,0,0,0,Honda,2099000,Manual,2WD,2014,16.0,1200.0,55000
Swift ZXI 2009 9823584566,grey,Petrol,0,0,1,Maruti Suzuki,1425000,Manual,2WD,2009,13.0,1300.0,70000
TATA INDIGO MANZA LX,white,Diesel,0,0,0,Tata,1400000,Manual,2WD,2014,18.0,1248.0,60000
Sonalika tractor,blue,Diesel,0,0,0,Other Brands,1250000,Manual,2WD,2020,15.0,1200.0,50000
Volkswagen Polo,white,Petrol,0,0,0,Volkswagen,1480000,Manual,2WD,2012,15.0,1200.0,50000
"Swift Vxi 2017 model, single hand",silver,Petrol,0,1,0,Maruti Suzuki,2000000,Automatic,2WD,2017,16.0,1200.0,35200
2022 Kia seltos HTK+ imt semi auto,white,Petrol,0,0,0,Kia,5200000,Manual,2WD,2022,15.0,1500.0,6700
5lakh cash ma ramro vhanda ramro gadi chahiyo?,Unknown,Petrol,0,0,0,Other Brands,500000,Unknown,Unknown,2005,15.0,1200.0,50000
"Tata Motors, Winger,2017, Yellow , 14 Seats",yellow,Diesel,0,0,1,Tata,2100000,Manual,2WD,2017,15.0,1948.0,93726
Maruti Suzuki swift,silver,Petrol,0,1,0,Maruti Suzuki,1950000,Automatic,2WD,2013,13.0,1200.0,47000
hurry hurry aayo compass limited jeep xito xito xi,cream,Diesel,0,1,0,Jeep,8000000,Manual,2WD,2021,17.0,1956.0,9500
Opel corsa 1.4,silver,Petrol,0,0,0,Other Brands,375000,Manual,2WD,2000,10.0,1400.0,71000
Maruti suzuki Astar,Unknown,Petrol,0,0,0,Maruti Suzuki,920000,Automatic,2WD,2009,15.0,1200.0,70000
"Nissan X-trail, 2010, beige colour, diseal",Other,Diesel,0,0,0,Nissan,3200000,Manual,4WD,2010,15.0,2000.0,70000
Skoda Khushaq,silver,Petrol,0,0,0,Skoda,5500000,Manual,2WD,2021,15.0,1000.0,24800
Kia Seltos auto 2021,white,Petrol,0,0,0,Kia,5750000,Automatic,2WD,2021,10.0,1500.0,14500
hyundai eon era +,blue,Petrol,0,0,0,Hyundai,1175000,Manual,2WD,2013,15.0,800.0,32000
Brezza Zxi+ Petrol 2021 Model,silver,Petrol,0,0,0,full Options,4125000,Manual,2WD,2021,16.0,1500.0,12000
Nexon Ex. 2022 LUX 12000km only,blue,Electric,0,0,0,Tata,3700000,Automatic,2WD,2022,270.0,1200.0,12000
Land cruiser Prado tx,white,Diesel,0,0,0,Toyota,16700000,Automatic,4WD,2016,15.0,2882.0,46543
Mistubishi ls200,blue,Diesel,0,0,0,Mitsubishi,7650000,Manual,4WD,2020,12.0,2400.0,32000
Hyundai Create 2017 Model White Color,white,Petrol,0,0,0,Hyundai,3300000,Manual,2WD,2017,15.0,1599.0,70000
terious 2008 model is for sale,white,Petrol,0,0,0,Daihatsu,2775000,Manual,4WD,2008,15.0,1500.0,71000
eeco van,silver,Petrol,0,0,0,Maruti Suzuki,1400000,Unknown,Unknown,2015,12.0,1200.0,50000
Vitara Brezza 2020 Zxi+,red,Petrol,0,0,1,Maruti Suzuki,4000000,Manual,2WD,2020,15.0,1500.0,34000
Baleno Zeta 2020,blue,Petrol,0,0,0,Maruti Suzuki,3000000,Manual,2WD,2020,18.0,1200.0,11000
Fresh Mini Jeep On Sell,silver,Petrol,0,0,0,Other Chinese Brands,1005000,Manual,2WD,2009,12.0,1300.0,50000
Tata Yodha 2021 Model,white,Diesel,0,0,0,Tata,1500000,Manual,2WD,2021,15.0,2900.0,45000
maruti suzuki ritz,grey,Petrol,0,0,0,Maruti Suzuki,1225000,Automatic,2WD,2010,15.0,1200.0,62000
Toyota Fortuner 2010,golden,Diesel,0,0,0,Toyota,7000000,Manual,4WD,2010,10.0,2800.0,52000
"Maruti Suzuki Alto 800 Lxi,",red,Petrol,0,0,0,Maruti Suzuki,1325000,Manual,2WD,2016,18.0,800.0,42500
car swift ZXI,grey,Petrol,0,1,0,Maruti Suzuki,2300000,Automatic,2WD,2016,15.0,1200.0,25000
Single Handed Bolero D/c 4wd P/s 2018 For Sell,white,Diesel,0,0,0,Mahindra,2100000,Manual,4WD,2018,15.0,2523.0,59000
I 20Asta Elite,grey,Petrol,0,0,1,Hyundai,2750000,Manual,2WD,2016,15.0,1200.0,23000
"Grand i10 magna 1.2,",silver,Petrol,0,0,0,Hyundai,2525000,Manual,2WD,2019,15.0,1200.0,17000
Skoda yeti in excellent condition,black,Petrol,0,0,0,Skoda,2325000,Manual,4WD,2010,12.0,1200.0,72000
Bolero Double cab for sale,white,Diesel,0,0,0,Mahindra,2350000,Unknown,Unknown,2021,15.0,2500.0,50000
i20 Sportz 2010 for sale,grey,Petrol,0,0,1,Hyundai,1599000,Manual,2WD,2010,14.0,1197.0,60500
Suzuki Omni Cargo Van 2012 Contact no. 9813293195,white,Petrol,0,0,0,Maruti Suzuki,420000,Automatic,2WD,2012,18.0,800.0,50000
"Hyundai i10 2011 model, Good condition",blue,Petrol,0,0,0,Hyundai,1500000,Manual,2WD,2011,15.0,1200.0,45400
Kia seltos HTX IVT Automatic transmission,white,Petrol,0,0,1,Kia,5800000,Automatic,2WD,2021,14.0,1600.0,8000
Fresh eco van ungent sale,silver,Petrol,0,0,0,Maruti Suzuki,2075000,Manual,2WD,2021,15.0,1200.0,31000
car on sale,silver,Diesel,0,0,1,Mahindra,2975000,Manual,2WD,2016,16.0,2179.0,62370
Ssangyong TIVOLI 2019,red,Petrol,0,0,0,1600 CC,3990000,Automatic,2WD,2019,15.0,1600.0,38000
Bus on sale tata 2010 kritipur to ratnapark root,Unknown,Diesel,0,0,0,Tata,700000,Manual,4WD,2010,15.0,3500.0,50000
Suzuki Swift Zxi 2014,white,Petrol,0,0,0,Maruti Suzuki,2100000,Manual,2WD,2014,18.0,1200.0,58000
tata mobil gadi on sell,blue,Diesel,0,0,0,Tata,350000,Automatic,2WD,2007,7.0,1948.0,35000
Van,white,Petrol,0,0,0,Maruti Suzuki,400000,Automatic,2WD,2014,14.0,800.0,5500
fresh gadi kehi problem xaina 2010 model 950000,Unknown,Diesel,0,0,0,Mahindra,950000,Manual,2WD,2010,15.0,2500.0,50000
Fully Loaded Full Option Branded Car Opel Corsa,silver,Petrol,0,0,1,Other Brands,395900,Manual,2WD,2000,15.0,1600.0,50000
Scorpio lx,Other,Diesel,0,0,0,Mahindra,2350000,Manual,2WD,2014,15.0,2200.0,97500
Super Fresh High Copy Of Terios 2011 Zotye 1.6 ABS,blue,Petrol,0,0,1,Other Chinese Brands,1075900,Manual,2WD,2011,15.0,1600.0,40000
FIAT AVVENTURA 1.4 DYNAMIC ON SALE,silver,Petrol,0,1,0,Fiat,1600000,Manual,2WD,2015,12.0,1383.0,25125
Tata indica model 2007 500000 9860462630,black,Diesel,0,0,0,Tata,500000,Manual,2WD,2007,15.0,1500.0,71000
Chevrolet Spark on Sale,golden,Petrol,0,0,1,Chevrolet,900000,Manual,2WD,2012,18.0,995.0,30000
Well maintained Scorpio on sale,white,Diesel,0,0,0,Mahindra,1720000,Manual,2WD,2007,15.0,2400.0,100000
Hyundai i20 sportz 2010 urgent Sale,white,Petrol,0,0,0,Hyundai,1500000,Automatic,2WD,2010,15.0,1198.0,43000
Santro Xing Car for sale,blue,Petrol,0,0,0,Hyundai,1050000,Unknown,Unknown,2006,15.0,1086.0,50000
Toyota corolla /1975/,silver,Petrol,0,1,0,Toyota,1800000,Manual,2WD,1975,12.0,1200.0,95000
Suzuki Baleno Delta 2018 Model,Other,Petrol,0,0,0,Maruti Suzuki,2265000,Unknown,Unknown,2018,16.0,1200.0,43000
I20 actives 2016 model on sell or xchange,white,Petrol,0,0,0,Hyundai,2600000,Manual,2WD,2016,15.0,1200.0,34000
kia sportage 2.0 korean,red,Diesel,0,1,0,Kia,1450000,Manual,4WD,2005,11.0,2000.0,95000
ecosport on sell,Unknown,Petrol,0,0,0,Ford,1900000,Manual,2WD,2013,15.0,1000.0,50000
Toyota Corolla Lx 2009 Auto A/C 6 Airbag On Sale,white,Petrol,0,0,0,Toyota,2350000,Manual,2WD,2009,12.0,1600.0,55000
Skoda Rapid Model 2015 1600 Cc,silver,Petrol,0,0,0,Skoda,1600000,Manual,2WD,2015,12.0,1600.0,65000
Santo xing on sale full option 2003 model on sale,Unknown,Petrol,0,0,0,Hyundai,800000,Manual,2WD,2003,15.0,1086.0,90000
2002 model full option santro for sale,blue,Petrol,0,0,1,Hyundai,570000,Manual,2WD,2002,14.0,1086.0,50000
2001 model frees santro for sale,white,Petrol,0,0,1,Hyundai,470000,Manual,2WD,2001,14.0,1000.0,50000
2021 model Sonet like new only 10000 KM run,grey,Petrol,0,0,0,Kia,3080000,Manual,2WD,2021,12.0,1200.0,10000
Tata nexon EV,Unknown,Electric,0,0,0,Tata,3850000,Automatic,2WD,2022,15.0,1200.0,50000
sale,grey,Petrol,0,0,0,Hyundai,1290000,Manual,2WD,2008,12.0,1200.0,67000
Suzuki AStar zxi,blue,Petrol,0,0,0,Maruti Suzuki,1125000,Automatic,2WD,2010,20.0,1000.0,72000
Hyundai Santro Xing Xo 2005,white,Petrol,0,0,0,Hyundai,950000,Manual,2WD,2005,15.0,1086.0,50000
Hyundai Santro Gls Plus 2013,grey,Petrol,0,0,0,Hyundai,1490000,Manual,2WD,2013,15.0,1086.0,40000
Maruti Suzuki Baleno Delta 2016,blue,Petrol,0,0,0,Maruti Suzuki,2075000,Manual,2WD,2016,15.0,1197.0,39000
Maruti Suzuki Zen Estilo Vxi 2010,silver,Petrol,0,0,0,Maruti Suzuki,1075000,Manual,2WD,2010,15.0,996.0,61477
2010 Maruti Suzuki,Unknown,Petrol,0,0,0,Maruti Suzuki,1300000,Manual,2WD,2010,15.0,1200.0,50000
Cargo maruti,white,Petrol,0,0,1,Maruti Suzuki,500000,Manual,4WD,2015,15.0,800.0,40000
"2015 model swift zxi singlehanded sale,exng bike",silver,Petrol,0,0,0,Maruti Suzuki,2250000,Manual,2WD,2015,15.0,1200.0,46000
FINANCE PANI Hatti Gadi Urgent Sell 9849193421,white,Diesel,0,0,0,Tata,1100000,Manual,4WD,2018,16.0,1405.0,95000
Nissan Magnite XV Dual,Unknown,Petrol,0,0,0,Nissan,4034000,Manual,2WD,2023,15.0,999.0,50000
"2016 Swift Dezire Vxi Sale, Exchange, Finance",brown,Petrol,0,1,0,Maruti Suzuki,2075000,Manual,2WD,2016,16.0,1200.0,47000
santro xing,silver,Petrol,0,0,0,Hyundai,650000,Unknown,Unknown,2001,15.0,1000.0,80000
GRAND I 10 Magna 1.2,silver,Petrol,0,0,0,Hyundai,2550000,Manual,4WD,2019,15.0,1196.0,17000
Puegot,blue,Petrol,0,0,0,Other Brands,500000,Manual,2WD,2001,15.0,2800.0,90000
Volswagen CrossPolo,black,Petrol,0,0,0,Volkswagen,2050000,Manual,2WD,2015,15.0,1600.0,35000
Fiat Aventura,white,Petrol,0,0,0,Fiat,1550000,Manual,2WD,2015,13.0,1400.0,35000
Hyundai Creta Sx top variant,white,Petrol,0,0,0,Hyundai,4575000,Manual,2WD,2019,15.0,1500.0,38000
Ecosport ford Ambient,orange,Petrol,0,0,0,Ford,2250000,Manual,2WD,2016,15.0,15000.0,50000
S Hyundai i20 Active,brown,Petrol,0,0,0,Hyundai,2865000,Manual,2WD,2017,15.0,1197.0,35000
Top variant Hyundai i 20 Active,white,Petrol,0,0,0,Hyundai,2900000,Manual,2WD,2017,15.0,1200.0,38000
Chevrolet Optra,golden,Petrol,0,0,0,Chevrolet,1250000,Manual,2WD,2012,15.0,1400.0,38000
Grand i10 Magna New shape,red,Petrol,0,0,0,Hyundai,2300000,Manual,2WD,2018,14.0,1200.0,27000
volswagen Tiguan,grey,Petrol,0,0,0,Volkswagen,3150000,Manual,2WD,2010,15.0,2000.0,75000
Suzuki Breeza zxi plus,red,Petrol,0,0,0,Maruti Suzuki,3975000,Manual,2WD,2021,15.0,1300.0,30000
Hyundai i10Magna,blue,Petrol,0,0,0,Hyundai,1265000,Manual,2WD,2009,15.0,1197.0,61000
Green Indica,green,Diesel,0,0,0,Tata,395000,Manual,2WD,2003,15.0,1400.0,75000
Tata Indica,black,Petrol,0,0,0,Tata,390000,Manual,2WD,2000,13.0,1400.0,90000
Bolero pickup Fully loaded,white,Diesel,0,0,0,Mahindra,1550000,Manual,4WD,2016,13.0,2523.0,45000
Ford Ecosport Titanium push bottom,orange,Petrol,0,0,0,Ford,2425000,Manual,2WD,2016,13.0,1500.0,38000
Hyundai I20 Elite Asta,silver,Petrol,0,0,0,Hyundai,2275000,Manual,2WD,2015,14.0,1200.0,40000
Nissan March,silver,Petrol,0,0,0,Nissan,1525000,Manual,2WD,2014,14.0,1197.0,38000
Suzuki Swift VXI 2009 for sale,grey,Petrol,0,0,1,Maruti Suzuki,1399000,Manual,2WD,2009,14.0,1300.0,52000
Diahatsu Sirion,silver,Petrol,0,0,0,Daihatsu,875000,Manual,2WD,2007,14.0,1000.0,61000
Hyyundai Tucson,red,Diesel,0,0,0,Hyundai,2150000,Manual,4WD,2007,13.0,2000.0,78000
Suzuki cargo van,white,Petrol,0,0,0,Maruti Suzuki,540000,Manual,2WD,2014,14.0,800.0,50000
Toyota Yaris silver colour one hand 2007,silver,Petrol,0,1,0,Toyota,1400000,Automatic,2WD,2007,14.0,1400.0,100000
Suzuki Swift Dezire New Shape,red,Petrol,0,0,0,Maruti Suzuki,2190000,Manual,2WD,2017,14.0,1197.0,38000
wagon r,silver,Petrol,0,1,0,Maruti Suzuki,1375000,Manual,2WD,2014,16.0,1000.0,28000
Grand i10 Asta 2014,silver,Petrol,0,0,0,Hyundai,2125000,Manual,2WD,2014,15.0,1197.0,48000
Ford Fiesta Classic,white,Diesel,0,0,0,Ford,1150000,Manual,2WD,2014,16.0,1400.0,50000
Toyota fortuner 2015 model,white,Diesel,0,0,0,Toyota,9700000,Manual,4WD,2015,15.0,3000.0,50000
Honda brio smt 2012 model seal pack engine,blue,Petrol,0,0,1,Honda,1350000,Manual,2WD,2012,14.0,1200.0,59000
Mazda 2,Unknown,Petrol,0,0,0,Mazda,1625000,Manual,2WD,2010,15.0,1500.0,61000
Grand Vitara 2007 model,silver,Petrol,0,0,0,Maruti Suzuki,1950000,Manual,4WD,2007,15.0,1200.0,50000
Polo 1.6 2013 Highline,Unknown,Petrol,0,0,0,Volkswagen,1725000,Manual,2WD,2013,15.0,1200.0,62000
Mahindra E2o Electric Car,Unknown,Electric,0,0,0,Mahindra,1375000,Automatic,2WD,2016,15.0,1200.0,50000
swift vxi 2012 mode is for sale,silver,Petrol,0,0,0,Maruti Suzuki,1675000,Manual,2WD,2012,15.0,1200.0,52000
Second hand Bolt XM,white,Petrol,0,0,0,Tata,1999999,Manual,2WD,2017,17.0,1200.0,50000
Suzuki car,grey,Petrol,0,0,0,Maruti Suzuki,750000,Manual,2WD,2008,15.0,800.0,50000
à¤¸à¤¬à¥ˆ à¤­à¤¨à¥à¤¦à¤¾ à¤¸à¤¸à¥à¤¤à¥‹ à¤®à¥‚à¤²à¥à¤¯à¤®à¤¾ indigo 2010 full option,silver,Diesel,0,1,0,Tata,795000,Manual,2WD,2010,18.0,1405.0,64000
2021 model Hyundai Venue-S 9847699255,white,Petrol,0,0,0,Hyundai,3650000,Manual,2WD,2021,15.0,1200.0,21000
KIA SELTOS HTK+2020,Other,Petrol,0,0,0,Kia,4275000,Manual,2WD,2020,16.0,1500.0,28500
Magnite like new,silver,Petrol,0,0,0,Nissan,2450000,Manual,2WD,2021,15.0,1000.0,5600
Second hand swift zxi,blue,Petrol,0,0,0,Maruti Suzuki,1900000,Automatic,2WD,2013,18.0,1200.0,45000
Hyundai Creta E+ On Sale,white,Petrol,0,0,0,Hyundai,3950000,Manual,2WD,2019,15.0,1600.0,20000
Maruti Suzuki Celerio Auto Gear On Sale,green,Petrol,0,0,0,Maruti Suzuki,1850000,Automatic,2WD,2014,12.0,1000.0,40000
Second hand Nexon,red,Diesel,0,0,0,Tata,3400000,Automatic,2WD,2018,18.0,1500.0,40000
Hyundai Santro On Sale,silver,Petrol,0,0,0,Hyundai,1100000,Manual,4WD,2007,15.0,1000.0,60000
Hyundai I20 Active S On Sale,brown,Petrol,0,0,0,Hyundai,2850000,Manual,2WD,2017,15.0,1200.0,50000
2010 model Tata Safari VX 7 sitter 4wd 9847699255,green,Diesel,0,0,0,Tata,1175000,Manual,4WD,2010,15.0,2169.0,70000
Mahindra Scorpio S4 On Sale,blue,Diesel,0,0,0,Mahindra,3150000,Manual,2WD,2016,12.0,2200.0,50000
Full option Ford Ecosport for Sale,grey,Diesel,0,0,1,Ford,2299000,Manual,2WD,2015,15.0,1499.0,50000
Airport Pick-up & Drop,Unknown,Petrol,0,0,0,Maruti Suzuki,1500000,Manual,2WD,2015,15.0,1100.0,50000
VW Taigun for sale,Other,Petrol,0,0,0,Volkswagen,6200000,Automatic,2WD,2021,15.0,1200.0,17000
Volkswagen Touareg 2010,white,Diesel,0,0,0,Volkswagen,6200000,Automatic,4WD,2010,15.0,2967.0,98000
Hyundai Creta 1.6 Gasoline Sx for sale,white,Petrol,0,1,0,Hyundai,5500000,Manual,2WD,2019,15.0,1591.0,30000
Renault duster,Other,Petrol,0,1,0,rxl,2400000,Manual,2WD,2016,12.0,1596.0,36000
Ufo jonway chinese,white,Petrol,0,1,0,Other Chinese Brands,1050000,Manual,2WD,2010,10.0,1596.0,65000
santro 2003,Unknown,Petrol,0,0,0,Hyundai,650000,Unknown,Unknown,2003,15.0,1000.0,50000
Hyundai I20 Asta Diesel engine CRDI,silver,Diesel,0,0,0,Hyundai,1375000,Manual,2WD,2010,15.0,1400.0,47000
SUPER FRESH CONDITION SUZUKI SWIFT DEZIRE ON SALE,silver,Petrol,0,0,1,Maruti Suzuki,1185000,Manual,2WD,2009,15.0,1300.0,45000
Tata Ace Ht 2017,blue,Diesel,0,0,0,Tata,630000,Automatic,2WD,2017,15.0,702.0,5900
Maruti Suzuki Eeco Van 5seater With AC 2017 Model,white,Petrol,0,0,0,Maruti Suzuki,1475000,Manual,2WD,2017,15.0,1196.0,38300
maruti suzuki brezza vxi 2021,Other,Petrol,0,1,0,Maruti Suzuki,4050000,Manual,2WD,2021,20.0,1500.0,17000
Kia Sportage single hand with multiple airbag,grey,Diesel,0,0,0,Kia,5700000,Manual,4WD,2016,15.0,2500.0,36200
maruti Suzuki Eeco van with AC,white,Petrol,0,0,0,5seater,1475000,Manual,2WD,2017,15.0,1196.0,38300
Mahindra Scorpio S4 plus 2016 single hand,silver,Petrol,0,0,0,Mahindra,3300000,Unknown,Unknown,2016,15.0,2000.0,56000
Hyundai Kona Electric 150kW,blue,Electric,0,0,1,Hyundai,6500000,Automatic,2WD,2020,550.0,1200.0,20000
Fresh Condition Suzuki Swift Vxi 2009 Model onsale,silver,Petrol,0,0,0,Maruti Suzuki,1350000,Manual,2WD,2009,2025.0,1298.0,64000
